lat,lon,name,address,nmdesa_gc,provinsi,kabupaten,kecamatan,desa
0.5760125,123.0466728,Ubi panggang cilembu,"Jl. Prof. Dr. H. B. Jassin",PAGUYAMAN,75,71,31,5
